,이름,사용가능시간,구분,사용가능,사용중,사용불가,도로명주소,연락처,충전요금,급속충전량,참고사항
1076,평창휴게소(강릉방향),24시간 이용가능,급속,0,1,0,강원도 평창군 용평면 경강로 2159-58 ,1661-9408,유료,급속(100kW멀티),없음 
1077,평창휴게소(인천방향),24시간 이용가능,급속,1,0,0,"강원도 평창군 용평면 탑거리길 63 , 내고장 으뜸상품 판매장 앞(이목정리 472-2)",1661-9408,유료,급속(50kW),없음 
1078,평창휴게소(인천방향),24시간 이용가능,급속,1,0,0,강원도 평창군 용평면 경강로 2159-58 ,1661-9408,유료,급속(50kW),없음 
1079,풍물시장 주차타워,24시간 이용가능,급속,1,0,0,강원도 춘천시 춘천로17번길 27 ,1661-9408,무료,급속(100kW멀티),"최초60분 무료, 유료전환 후 최초30분당 600원, 이후 10분당 300원, 저공해차량 50%할인  "
1080,하나로마트 강릉농협 강동점,24시간 이용가능,급속,3,0,0,강원도 강릉시 강동면 와천로 463 ,1661-9408,유료,"급속(50kW), 급속(100kW동시)",없음 
1081,하나로마트 퇴계점,24시간 이용가능,급속,1,0,0,강원도 춘천시 지석로 11 (퇴계동 164-3),1661-9408,유료,급속(50kW),없음 
1082,하장면사무소,24시간 이용가능,급속,3,0,0,강원도 삼척시 하장면 하장길 118 ,1661-9408,유료,"급속(50kW), 급속(100kW동시)",없음 
1083,하조대 주차장,24시간 이용가능,급속,0,0,2,강원도 양양군 현북면 하광정리 80-2 ,1661-9408,유료,급속(200kW동시),없음 
1084,학성동 청산2길 공영주차장,24시간 이용가능,급속,0,0,1,강원도 원주시 학성동 1023-100 ,1661-9408,무료,급속(100kW멀티),없음 
1085,한국DMZ평화생명동산,24시간 이용가능,급속,2,0,1,강원도 인제군 서화면 금강로 1630 ,1661-9408,유료,"급속(100kW멀티), 급속(200kW동시)",없음 
1086,한국도로공사원주지사,24시간 이용가능,급속,1,0,0,강원도 원주시 북원로 2873 ,1661-9408,유료,급속(50kW),없음 
1087,한국보훈복지의료공단 본사,24시간 이용가능,급속,2,0,0,강원도 원주시 혁신로 40 ,1661-9408,무료,급속(200kW동시),없음 
1088,한국폴리텍대학 춘천1캠퍼스,24시간 이용가능,급속,2,0,0,강원도 춘천시 동산면 영서로 1290-31 ,1661-9408,무료,급속(200kW동시),없음 
1089,한국폴리텍대학 춘천2캠퍼스,24시간 이용가능,급속,2,0,0,강원도 춘천시 우두상리길 68 ,1661-9408,무료,급속(200kW동시),없음 
1090,현내면행정복지센터,24시간 이용가능,급속,0,1,0,강원도 고성군 현내면 한나루로 67 ,1661-9408,무료,급속(100kW멀티),없음 
1091,홍천강휴게소(춘천방향),24시간 이용가능,급속,1,0,0,강원도 홍천군 북방면 소매곡리 ,1661-9408,유료,급속(50kW),없음 
1092,홍천강휴게소(춘천방향),24시간 이용가능,급속,1,0,0,강원도 홍천군 북방면 도사곡길 223 (소매곡리) ,1661-9408,유료,급속(50kW),없음 
1093,홍천군청,24시간 이용가능,급속,1,0,0,강원도 홍천군 홍천읍 석화로 93 ,1661-9408,유료,급속(50kW),없음 
1094,홍천생명건강과학관 버스주차장,24시간 이용가능,급속,2,0,0,강원도 홍천군 홍천읍 연봉리 404-65 ,1661-9408,유료,급속(200kW동시),없음 
1095,홍천휴게소 서울방향,24시간 이용가능,급속,1,1,0,강원도 홍천군 화촌면 군업리 220-10(서울방향) ,1661-9408,유료,급속(100kW멀티),없음 
1096,홍천휴게소 양양방향,24시간 이용가능,급속,1,1,0,강원도 홍천군 화촌면 군업리 537(양양방향) ,1661-9408,유료,"급속(50kW), 급속(100kW멀티)",없음 
1097,화천청소년수련관 주차장,24시간 이용가능,급속,1,0,0,강원도 화천군 화천읍 산천어길 79 ,1661-9408,유료,급속(50kW),주차요금 별도 
1098,횡성군청,24시간 이용가능,급속,1,0,0,강원도 횡성군 횡성읍 태기로 19 (읍하리 472-83),1661-9408,유료,급속(50kW),없음 
1099,횡성휴게소(강릉방향),24시간 이용가능,급속,1,0,0,"강원도 횡성군 안흥면 영동고속도로 154 , 휴게소와 LPG충전소 사이(소사리 1530-2)",1661-9408,유료,급속(50kW),없음 
1100,횡성휴게소(강릉방향),24시간 이용가능,급속,0,1,0,강원도 횡성군 안흥면 영동고속도로 154 ,1661-9408,유료,급속(100kW멀티),없음 
1101,횡성휴게소(인천방향),24시간 이용가능,급속,0,1,0,"강원도 횡성군 안흥면 영동고속도로 153 , 농축산물판매장 옆(소사리 1511)",1661-9408,유료,급속(50kW),없음 
1102,횡성휴게소(인천방향),24시간 이용가능,급속,0,1,0,강원도 횡성군 안흥면 영동고속도로 153 ,1661-9408,유료,급속(100kW멀티),없음 
1103,KTX오송역 공영주차장,24시간 이용가능,급속,0,1,0,"충청북도 청주시 흥덕구 오송읍 봉산리 370-1 , KTX 오송역 공영주차장 A출구 바로 옆(지상)",1661-9408,유료,급속(50kW),주차비 30분 500원 이후 10분 200원(친환경차 50% 감면) 
1104,LH 충북지역본부,24시간 이용가능,급속,2,0,0,충청북도 청주시 서원구 성화동 936 ,1661-9408,유료,급속(100kW멀티),없음 
1105,가곡면사무소,24시간 이용가능,급속,1,0,0,충청북도 단양군 가곡면 남한강로 550 ,1661-9408,유료,급속(50kW),없음 
1106,가덕면사무소,24시간 이용가능,급속,1,0,0,충청북도 청주시 상당구 가덕면 보청대로 4646 ,1661-9408,유료,급속(50kW),없음 
1107,감곡복숭아홍보관,24시간 이용가능,급속,1,0,0,충청북도 음성군 감곡면 오궁리 533-32 정면 우측 주차장(가곡로 217),1661-9408,유료,급속(50kW),없음 
1108,강내면사무소,24시간 이용가능,급속,3,0,0,"충청북도 청주시 태성탑연로 433, 보건지소 앞 ",1661-9408,유료,"급속(50kW), 급속(100kW동시)",없음 
1109,과일나라테마공원 주차장,24시간 이용가능,급속,2,0,0,충청북도 영동군 영동읍 매천리 33-1 ,1661-9408,무료,급속(200kW동시),없음 
1110,광혜원면 보건지소,24시간 이용가능,급속,2,0,0,충청북도 진천군 광혜원면 광혜원리 542-15 ,1661-9408,무료,급속(200kW동시),없음 
1111,괴산국민체육센터,24시간 이용가능,급속,1,0,0,충청북도 괴산군 괴산읍 서부리 654 (서부리 654),1661-9408,유료,급속(50kW),없음 
1112,괴산휴게소(마산방향),24시간 이용가능,급속,0,0,1,충청북도 괴산군 장연면 중부내륙고속도로 205 (오가리) ,1661-9408,유료,급속(50kW),없음 
1113,괴산휴게소(마산방향),24시간 이용가능,급속,1,0,0,충청북도 괴산군 장연면 중부내륙고속도로 205 ,1661-9408,유료,급속(100kW멀티),없음 
1114,괴산휴게소(양평방향),24시간 이용가능,급속,1,1,0,충청북도 괴산군 장연면 중부내륙고속도로 204 (오가리) ,1661-9408,유료,급속(50kW),없음 
1115,교동공영주차장,24시간 이용가능,급속,1,0,0,충청북도 증평군 증평읍 장뜰로 78 ,1661-9408,유료,급속(100kW멀티),없음 
1116,교현안림행정복지센터,24시간 이용가능,급속,0,1,0,충청북도 충주시 안림동 1073 ,1661-9408,유료,급속(50kW),없음 
1117,국악박물관주차장,24시간 이용가능,급속,2,0,0,충청북도 영동군 심천면 고당리 526-2 ,1661-9408,유료,급속(200kW동시),없음 
1118,근로복지공단 인재개발원,24시간 이용가능,급속,0,2,0,충청북도 진천군 광혜원면 광혜원리 1081 ,1661-9408,무료,급속(200kW동시),없음 
1119,금강휴게소(부산방향),24시간 이용가능,급속,3,0,0,충청북도 옥천군 동이면 금강로 596 (조령리) ,1661-9408,유료,급속(50kW),없음 
1120,금왕읍사무소,24시간 이용가능,급속,0,2,0,충청북도 음성군 금왕읍 무극리 507-7 ,1661-9408,무료,급속(200kW동시),없음 
1121,금왕휴게소(제천방향),24시간 이용가능,급속,1,1,0,충청북도 음성군 금왕읍 평택제천고속도로 70 (용계리) ,1661-9408,유료,급속(50kW),없음 
1122,금왕휴게소(평택방향),24시간 이용가능,급속,3,0,0,충청북도 음성군 금왕읍 평택제천고속도로 69 (용계리) ,1661-9408,유료,급속(50kW),없음 
1123,내수읍사무소,24시간 이용가능,급속,2,0,1,"충청북도 청주시 청원구 내수읍 마산3길 49, 후문 앞 ",1661-9408,유료,"급속(50kW), 급속(100kW동시)",없음 
1124,단성면사무소 ,24시간 이용가능,급속,1,0,0,충청북도 단양군 단성면 충혼로 16 ,1661-9408,유료,급속(50kW),없음 
1125,단양관광안내소(단양팔경),24시간 이용가능,급속,0,1,0,충청북도 단양군 단양읍 고수리 149-1 (고수리 149-1),1661-9408,유료,급속(50kW),없음 
1126,단양군 공설운동장 전기급속충전 주차장,24시간 이용가능,급속,2,0,0,충청북도 단양군 단양읍 별곡리 53 ,1661-9408,무료,급속(200kW동시),없음 
1127,단양휴게소(부산방향),24시간 이용가능,급속,1,0,0,충청북도 단양군 적성면 기동리 (적성면 기동리),1661-9408,유료,급속(50kW),없음 
1128,단양휴게소(부산방향),24시간 이용가능,급속,1,0,0,충청북도 단양군 적성면 기동2길 32-37 (기동리) ,1661-9408,유료,급속(50kW),없음 
1129,단양휴게소(춘천방향),24시간 이용가능,급속,1,0,0,충청북도 단양군 단성면 하방리 (단성면 하방리),1661-9408,유료,급속(50kW),없음 
1130,단양휴게소(춘천방향),24시간 이용가능,급속,1,0,0,충청북도 단양군 단성면 하방3길 100 (하방리) ,1661-9408,유료,급속(50kW),없음 
1131,대강면사무소,24시간 이용가능,급속,1,0,0,충청북도 단양군 대강면 대강로 74 ,1661-9408,유료,급속(50kW),없음 
1132,동량면사무소,24시간 이용가능,급속,2,0,0,충청북도 충주시 동량면 조동리 1370-4 ,1661-9408,무료,급속(200kW동시),없음 
1133,동우주유소,24시간 이용가능,급속,1,0,0,충청북도 진천군 진광로487 ,1661-9408,유료,급속(50kW),없음 
1134,동이면사무소,24시간 이용가능,급속,0,1,0,충청북도 옥천군 동이면 평산4길 2 ,1661-9408,유료,급속(100kW멀티),없음 
1135,롯데마트 제천점,10:00~23:00,급속,0,1,0,충청북도 제천시 용두대로 11길 10 ,1661-9408,유료,급속(50kW),없음 
1136,롯데마트 충주점,10:00~23:00,급속,0,0,1,충청북도 충주시 봉계1길 49 (칠금동) ,1661-9408,유료,급속(50kW),없음 
1137,모충동 주민센터,24시간 이용가능,급속,1,0,0,충청북도 청주시 서원구 모충동 404 ,1661-9408,무료,급속(100kW멀티),없음 
1138,문암생태공원,24시간 이용가능,급속,2,0,0,충청북도 청주시 흥덕구 원평동 590-14 ,1661-9408,유료,급속(200kW동시),없음 
1139,문화휴식공원,24시간 이용가능,급속,0,2,0,충청북도 청주시 청원구 오창읍 양청리 753 ,1661-9408,무료,급속(200kW동시),없음 
1140,미원면사무소,24시간 이용가능,급속,0,1,0,충청북도 청주시 상당구 미원면 단재로 2472 ,1661-9408,유료,급속(50kW),없음 
1141,백곡면사무소,24시간 이용가능,급속,1,2,0,"충청북도 진천군 백곡면 장터길 15-10, 입구 우측 ",1661-9408,유료,"급속(50kW), 급속(100kW동시)",없음 
1142,보건복지타운,24시간 이용가능,급속,2,0,0,충청북도 증평군 증평읍 보건복지로 64 ,1661-9408,유료,급속(200kW동시),없음 
1143,보은군청앞 대형주차장,24시간 이용가능,급속,3,1,0,충청북도 보은군 보은읍 성주리 288-6 ,1661-9408,유료,급속(400kW동시),없음 
1144,보은군청앞 스포츠사업단 대형주차장,24시간 이용가능,급속,1,0,0,충청북도 보은군 보은읍 성주리 288-6  스포츠 사업단 대형주차장 해병대 전우회 건물옆,1661-9408,유료,급속(50kW),주차요금 별도 
1145,봉명1동행정복지센터,24시간 이용가능,급속,1,0,0,충청북도 청주시 흥덕구 직지대로620번길70 ,1661-9408,유료,급속(50kW),없음 
1146,봉방동 공용주차장,24시간 이용가능,급속,0,1,1,충청북도 충주시 봉방동 170-5 ,1661-9408,유료,급속(200kW동시),없음 
1147,북이면사무소,24시간 이용가능,급속,2,0,1,충청북도 청주시 북이면 신대석성로 10 ,1661-9408,유료,"급속(50kW), 급속(100kW동시)",없음 
1148,불정면사무소,24시간 이용가능,급속,1,0,0,충청북도 괴산군 불정면 목도로2길11 ,1661-9408,유료,급속(50kW),없음 
1149,산척면사무소,24시간 이용가능,급속,0,0,1,충청북도 충주시 산척면 동산로 736 (송강리 1253-1),1661-9408,유료,급속(50kW),없음 
1150,살미면 복지회관,24시간 이용가능,급속,1,0,0,충청북도 충주시 살미면 세성로 41 ,1661-9408,유료,급속(100kW멀티),없음 
1151,삼성면행정복지센터,24시간 이용가능,급속,1,0,0,충청북도 음성군 삼성면 덕정로30번길 8 (덕정리 529-1),1661-9408,유료,급속(50kW),없음 
1152,상당구청,24시간 이용가능,급속,0,1,0,충청북도 청주시 상당구 남일면 단재로 466 ,1661-9408,유료,급속(50kW),없음 
1153,생거진천전통시장,24시간 이용가능,급속,1,0,0,충청북도 진천군 진천읍 원덕로 390 지하주차장 입구(성석리 628-3),1661-9408,유료,급속(50kW),없음 
1154,생극면행정복지센터,24시간 이용가능,급속,1,0,0,충청북도 음성군 생극면 음성로 1644 (신양리 444-4),1661-9408,유료,급속(50kW),없음 
1155,서원구청,24시간 이용가능,급속,1,1,0,충청북도 청주시 서원구 사직대로 227 ,1661-9408,유료,급속(200kW동시),없음 
1156,속리산국립공원사무소,24시간 이용가능,급속,2,0,0,충청북도 보은군 속리산면 법주사로 84 ,1661-9408,유료,급속(50kW),없음 
1157,속리산국립공원사무소 쌍곡분소,24시간 이용가능,급속,2,0,0,충청북도 괴산군 칠성면 쌍곡로 209 ,1661-9408,유료,급속(50kW),없음 
1158,속리산휴게소(청원방향),24시간 이용가능,급속,0,0,1,충청북도 보은군 마로면 적암리 (마로면 적암리),1661-9408,유료,급속(50kW),없음 
1159,속리산휴게소(청원방향),24시간 이용가능,급속,1,0,0,충청북도 보은군 마로면 적암길 56-18 (적암리) ,1661-9408,유료,급속(50kW),없음 
1160,송대공원,24시간 이용가능,급속,1,1,0,충청북도 청주시 청원구 오창읍 주성리 312 ,1661-9408,무료,급속(200kW동시),없음 
1161,수곡2동행정복지센터,24시간 이용가능,급속,1,0,0,충청북도 청주시 서원구 수곡로61 ,1661-9408,유료,급속(50kW),없음 
1162,수산복지회관,24시간 이용가능,급속,1,0,0,충청북도 제천시 수산면 월악로26길 37 (월악로26길 37),1661-9408,유료,급속(50kW),없음 
1163,수한면행정복지센터,24시간 이용가능,급속,1,1,0,충청북도 보은군 수한면 후평리 238 ,1661-9408,무료,급속(200kW동시),없음 
1164,안남면사무소,24시간 이용가능,급속,1,0,0,충청북도 옥천군 안남면 연주길 46 ,1661-9408,유료,급속(100kW멀티),없음 
1165,안내면사무소,24시간 이용가능,급속,1,0,0,충청북도 옥천군 현리길 66 ,1661-9408,유료,급속(100kW멀티),없음 
1166,어상천면사무소,24시간 이용가능,급속,1,0,0,충청북도 단양군 어상천면 어상천로 928 어상천면사무소 입구,1661-9408,유료,급속(50kW),없음 
1167,연풍면사무소,24시간 이용가능,급속,0,1,0,충청북도 괴산군 연풍면 향교로71 ,1661-9408,유료,급속(50kW),없음 
1168,영동군보건소 주차장,24시간 이용가능,급속,0,1,0,충청북도 영동군 영동읍 매천리 444-1 ,1661-9408,무료,급속(100kW멀티),없음 
